"id","text","correct_answer","passage_id","explanations"
"127","Which of the following statements, if true, would most directly challenge the author's claims regarding the literary past?","C","23","[I]t may be beneficial to remember our literary past in its truest form, the written word, over the superfluity of technological presentations of ancient texts.  For instance, Shakespeare's body of work has been reduced to two-minute self-produced video clips found on the Internet, a valuable teaching tool for younger students with ever-shortening attention spans but one that lamentably excludes the essential beauty of the original prose. (Paragraph 3)
Paragraph 3 explains the benefits of remembering the literary past and hints that technology is a hindrance: ""Shakespeare's body of work has been reduced to two-minute…video clips,"" which ""lamentably excludes the essential beauty of the original prose.""  Therefore, if technological advances were to lead to an increase in students' interest in literary history, this would challenge the author's assertion that our literary past can be best studied and remembered in its truest form:  ""the written word.""
(Choice A)  If Shakespearean prose were described to be ""more beautiful"" than modern English, this would strengthen (not challenge) the author's assertion that modern video clips on Shakespeare's work are a teaching tool that ""lamentably excludes the essential beauty of the original prose.""
(Choice B)  Paragraph 3 states that ""it may be beneficial to recall our literary past in its truest form, the written word, over the superfluity of technological representations of ancient texts.""  An overabundance of video clips on ancient literature compared to written books would not challenge the author's claim that the written word, rather than technology, is the ""truest form"" of the literary past.
(Choice D)  The author claims that short teaching videos are useful for younger students with ""ever-shortening attention spans.""  However, if an even further reduction in the attention span of younger students were revealed, it would be impossible to determine if this were due to students' watching more video clips about literature."
"128","Based on the content of the passage, the author would most likely advocate for which type of college class?
A lecture-based course that requires students to visit a local museum monthly
A text-based course in which students read a classic literary piece weekly
A cross-discipline course in which students adapt book summaries into theatrical pieces","B","23","[I]t may be beneficial to remember our literary past in its truest form, the written word, over the superfluity of technological presentations of ancient texts. (Paragraph 3)
[W]e could move from an extrinsic value of literature to an intrinsic one; that is, the written text is valuable in its capability to produce…a myriad of emotions that make us inherently human. (Paragraph 4)
Paragraph 3 iterates that humans should ""remember our literary past in its truest form, the written word,"" and Paragraph 4 elaborates on the values of the ""written text.""  The author is a proponent of studying literature in the form of its original writing and would therefore be most likely to advocate for a text-based course that relies on the reading of classic literary pieces weekly (Number II).
(Number I)  A lecture-based class that requires students to visit a local museum focuses on lecturing and providing students with a hands-on experience rather than reading the actual literary text.  There is no evidence in the passage that the author would advocate this type of class.
(Number III)  A cross-discipline course in which students adapt book summaries into theatrical pieces does not use the original written text, as the author favors.  Book summaries are simply brief outlines of a much longer original text; therefore, the students would not be using the original book but adapting another version (summary) into a theatrical performance.  Such a course would not focus on the original literary text."
"129","Why does the author quote the following from George Eliot's novel:  ""We can never give up longing and wishing while we are thoroughly alive.  There are certain things we feel to be beautiful and good, and we must hunger after them"" (Paragraph 4)?","B","23","Third, if we could measure the amount of joy that comes from discovering a forgotten text lying on the shelf, we could move from an extrinsic value of literature to an intrinsic one; that is, the written text is valuable in its capability to produce felicitousness, laughter, woefulness, and a myriad of emotions that make us inherently human.  As George Eliot writes in the canonical The Mill on the Floss, ""We can never give up longing and wishing while we are thoroughly alive.  There are certain things we feel to be beautiful and good, and we must hunger after them.""  This exemplifies the human condition that strives toward fulfillment at our core psyche; a sentiment perhaps best expressed in the written language itself. (Paragraph 4)
Paragraph 4 begins by discussing the emotions that make us ""inherently human"" and that can be elicited reading literature (eg, joy, laughter, woefulness).  The author then quotes Eliot's belief that humans should ""never give up longing and wishing while we are thoroughly alive,"" as there are ""certain things"" that are ""beautiful and good"" and must be hungered after.
This statement is followed by the claim that such a desire ""exemplifies the human condition that strives toward fulfillment at our core psyche, a sentiment perhaps best expressed in the written language itself.""  Based on the text, it can therefore be assumed that Eliot is quoted to illustrate the point that literature is essential in the search for overall life satisfaction (fulfillment).
(Choice A)  Before quoting Eliot, the first sentence of Paragraph 4 already provides three examples of emotions that can be evoked by reading literature:  ""felicitousness, laughter, [and] woefulness.""  However, the Eliot quote is a more generic statement about human longing and is therefore not a specific example of sentiments elicited by the explicit reading of literature.
(Choice C)  The passage mentions that if the joy felt from finding a forgotten text could be measured, then one could shift from the extrinsic to intrinsic value of literature (ie, that reading can elicit emotions).  Eliot is quoted to further support the intrinsic, not extrinsic, value of studying literature.  In addition, although the author describes the intrinsic value of studying literature, no definition is given regarding its extrinsic value.
(Choice D)  The earlier point made about human connectedness being essential for longevity (Paragraph 2) is separate from the Eliot quote in Paragraph 4.  The Eliot quote stresses the longing for ""beautiful and good"" things, not that the need for human connectedness is essential for long life."
"130","The author suggests that Freud would most likely have considered which of the following the best reason to apply his interpretive methods to literature?","B","24","But how to uncover the deeper meaning of this theme with a thousand variations?  From a Freudian perspective, a literary scene is like a dream, a production of the human psyche arising from the unconscious.  As with dreams, the true meaning is to be found beneath the surface (in what Freud calls the latent content in contrast to the manifest content).  Accordingly, the most effective tools for parsing the pair of Shakespearean scenes are the psychoanalytic methods of dream interpretation. (Paragraph 3)
Freud posits that in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them: hence, fate becomes freedom, and the third woman is no longer a goddess of death but of life-affirming love.  The scenes thus compensate for the reality of death; they express a wish to escape mortality by opting for love's vitality. (Paragraph 4)
In Paragraph 3, the author conveys Freud's belief that ""a literary scene is like a dream, a production of the human psyche arising from the unconscious.  As with dreams, the true meaning is to be found beneath the surface (in what Freud calls the latent content in contrast to the manifest content).""  Accordingly, Freudian dream interpretation methods are the ""most effective tools"" for analyzing literature as they can ""uncover the deeper meaning"" of literary scenes.
Paragraph 4 elaborates on the idea that these interpretive methods can expose deeper meanings: ""Freud posits that in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them.""  Freud's dream interpretation methods reveal these disguised and inverted elements, indicating their deeper significance.  For example, in the motif of three choices, freedom of choice is an inversion of fate while the goddess of ""life-affirming love"" is an inversion of the death goddess.
Consequently, the author suggests that in Freud's view the best reason to apply his interpretive methods to literary scenes is that they expose the deeper significance of a scene's elements.
 By contrast, the author does not suggest that Freud would have considered any of the following the best reason to apply his interpretive methods to literature:
They demonstrate the similarities between psychology and literature (Choice A).  Paragraph 3 describes Freud's belief that ""a literary scene is like a dream, a production of the human psyche arising from the unconscious.""  As Paragraph 5 emphasizes, Freud believed that psychology and literature were so analogous, ""great literary works"" could be seen as ""illustrating the laws of psychical functioning.""  However, in applying his interpretive methods to literature, Freud's aim was not to demonstrate literature's similarities to psychology but, as with dreams, to apply ""the most effective tools"" that would be able to ""uncover the deeper meaning"" of a literary work (Paragraph 3).
They lessen the impact of unacceptable elements in the scenes (Choice C).  According to Freudian theory, ""in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them"" (Paragraph 4).  Freud's dream interpretation methods thus expose elements from which the psyche tries to protect itself.  For example, the prized third woman is shown to represent the goddess of death.  In revealing these original, unacceptable elements, it is likely that Freud's methods would increase rather than lessen the impact of those elements on the reader.
They operate according to a rule of substituting opposites (Choice D).  According to Paragraph 4, Freud believed that ""in producing literary motifs…the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them.""  For example, ""fate becomes freedom.""  Thus, by exposing these substitutions of opposites, Freud's interpretative methods give access to the scene's deeper meaning.  However, this operative rule is only an aspect of applying Freud's methods, not a reason for applying them."
"131","The author's claim that Shakespeare's works helped shape the development of psychoanalysis depends on which of the following assertions?","C","24","In general, Freud believed that great literary works not only lend themselves to psychoanalytical interpretation but, in illustrating the laws of psychical functioning so well, also offer a resource for understanding psychology.  In particular, as Norman Holland notes, the Viennese psychoanalyst looked to the British bard to confirm and refine his theories: ""Freud's method was to take a pattern of mental life…and hold it up, as it were, against the play to discover a congruous pattern.""  Thus, Shakespearean themes contributed to the development of psychoanalytical methods, and Freud's ""little problem"" carried big implications. (Paragraph 5)
According to Paragraph 5, Freud thought that ""great literary works not only lend themselves to interpretation by the principles of psychoanalysis but, in illustrating the laws of psychical functioning so well, also offer a resource for understanding psychology.""  The author further conveys Holland's observation that Freud used Shakespeare's works in particular ""to confirm and refine his theories""; more specifically, ""'Freud's method was to take a pattern of mental life…and hold it up…against the play to discover a congruous (similar) pattern.'""  He or she then concludes that ""Shakespearean themes contributed to the development of psychoanalytical methods.""
This information indicates that Freud used Shakespearean works as a standard by which he could test or evaluate his own psychological theories.  Accordingly, the author's claim that Shakespeare's works helped shape the development of psychoanalysis depends on the assertion that Freud thought literature could be used to evaluate psychological ideas.
 (Choices A and B)  Literature and mythology works are enriched through dream interpretation; and Freud's dream interpretation changed how literature could be viewed.  The author relays Holland's observation that Freud looked to Shakespeare ""to confirm and refine his theories"" (Paragraph 5).  He or she then concludes that ""Shakespearean themes contributed to the development of psychoanalytical methods.""  However, the assertions that literary and mythological works are enriched through Freudian dream analysis and that Freud's dream interpretation changed how literature could be viewed do not describe Shakespeare's (or literature's) influence on Freudian theory but rather Freudian theory's influence on literature.  Consequently, the author's claim that Shakespeare's works helped shape the development of psychoanalysis does not depend on either of these assertions.
(Choice D)  Shakespeare was the first person to truly grasp the nuances of the human psyche.  According to Paragraph 5, Freud believed that great literary works like those of Shakespeare ""not only lend themselves to psychoanalytical interpretation but, in illustrating the laws of psychical functioning so well, also offer a resource for understanding psychology.""  The author further marshals Holland's observation that Freud turned to Shakespearean literature ""to confirm and refine his theories.""  However, the passage never implies that Shakespeare was the first individual to truly understand the subtleties of the human psyche."
"132","The author's use of the term ""as if by sleight of hand"" (Paragraph 2) implies that Freud's interpretive approach:","D","24","Freud conjectures that the well-known scenes represent variations on a more common literary motif in which a maiden chooses between three suitors.  Making some unexpected substitutions, as if by sleight of hand, he then unveils the hidden parallels: a male suitor now chooses among three caskets symbolizing three marriageable women, and these characters find rough counterparts in the elderly king with three daughters.  In both plays, the last and least assuming of the three choices constitutes the correct one. (Paragraph 2)
According to Paragraph 2, Freud believes that the two scenes from Shakespeare ""represent variations on a more common literary motif in which a maiden chooses between three suitors.""  The author further conveys how, by ""[m]aking some unexpected substitutions, as if by sleight of hand, [Freud] then unveils the hidden parallels"" between the scenes and the common literary motif.  For example, ""a male suitor now chooses among three caskets symbolizing three marriageable women, and these characters find rough counterparts in the elderly king with three daughters.""
The passage thus describes Freud as making unexpected or surprising connections between seemingly disparate (different) elements of the two scenes and compares his interpretive maneuver to a sleight-of-hand or magic trick.  Consequently, the author's use of the term ""as if by sleight of hand"" (Paragraph 2) implies that Freud's interpretive approach makes surprising connections between story elements that seem disparate.
 By contrast, the use of the term ""as if by sleight of hand"" does not imply that Freud's interpretive approach:
is only a trick that is meant to fool naïve individuals (Choice A).  The author uses the term ""as if by sleight of hand"" in Paragraph 2 to describe how Freud makes ""unexpected substitutions"" and so reveals ""the hidden parallels"" between the different versions of the motif.  In addition, Paragraph 3 relays Freud's genuine belief that ""a literary scene is like a dream, a production of the human psyche arising from the unconscious"" and that ""the most effective tools"" for analyzing such scenes are ""the psychoanalytic methods of dream interpretation.""  The passage never suggests that Freud's intention in applying his interpretive methods was to fool naïve individuals.
is limited in its ability to elucidate a literary work (Choice B).  The use of the term ""as if by sleight of hand"" in Paragraph 2 underscores Freud's ""unexpected substitutions"" that reveal ""the hidden parallels"" between the Shakespearean scenes and the more common literary motif.  Consequently, the author's use of the term does not imply that Freud's approach is limited but that it is expansive in enabling him to make surprising connections that help to elucidate (ie, shed new light on) a literary work.
obscures the original meaning of a particular motif's elements (Choice C).  According to the author, in ""[m]aking some unexpected substitutions"" of elements in the basic motif ""as if by sleight of hand, [Freud]…unveils the hidden parallels"" in its various versions.  For instance, Freud identifies the ""three marriageable women"" as ultimately representing the three Fates (Paragraph 2).  Therefore, by exposing such parallels, the author's use of the term ""as if by sleight of hand,"" which emphasizes Freud's ""unexpected substitutions,"" implies that his psychoanalytic approach reveals the original, mythical meanings of a motif's elements rather than obscuring them."
"133","The passage suggests that, in Freudian dream interpretation, when one entity is substituted for another, the two entities typically:","C","24","But can dream theory explain the evolution from a mythology of fate to tales of free choice?  How are the likes of Portia, Cordelia, or Cinderella potential surrogates for a death deity?  After all, given a choice of three women, who would wittingly pick the agent of death?  Freud posits that in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them: hence, fate becomes freedom, and the third woman is no longer a goddess of death but of life-affirming love.  The scenes thus compensate for the reality of death; they express a wish to escape mortality by opting for love's vitality. (Paragraph 4)
Freud theorized that in both literary motifs and dreams, ""the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them"" (Paragraph 4).  Accordingly, in analyzing the literary motifs, Freud claims that through inversion ""fate becomes freedom, and the third woman is no longer a goddess of death but of life-affirming love.""  Thus, when an element in a motif is inverted, it is transformed into its virtual opposite so it can substitute for the unacceptable element in a thoroughly disguised form.
Consequently, the passage suggests that, in Freudian dream interpretation, when one entity is substituted for another, the two entities typically seem to be virtual opposites of each other.
 (Choices A and D)  seem different in some aspects but alike in others; and are more alike than unalike.  According to Freudian theory, in both literary motifs and dreams, ""the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them"" (Paragraph 4).  Inverting an element transforms it into its virtual opposite; for example, in the motif of three choices, fate is replaced by freedom.  Because the entity and its resulting substitute are opposite in nature, they seem different in virtually all, not just some, respects; therefore, they are typically more unalike than alike.
(Choice B)  are superficially rather than substantively different.  Paragraph 4 relays the Freudian principle that in producing dreams and literature, ""the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them.""  For example, in the various versions of the motif of three choices, ""the third woman is no longer the goddess of death but of life-affirming love.""  Accordingly, the element and its inversion typically seem to be virtual opposites of each other, indicating that they are substantively (significantly) rather than superficially different."
"134","Based on Freud's interpretation, the motif of the three choices includes the idea that:
the third option is the humblest but the most ideal.
the third option reflects the unconscious wish to avoid death.
literary scenes represent variations on an older pattern.","D","24","In both plays, the last and least assuming of the three choices constitutes the correct one: it is the lead casket, not those of gold or silver, that delivers the prize of Portia, and, unlike the older sisters' effusive flattery, Cordelia's more measured declaration conveys authentic love for her father.  Freud then casts his net of comparison more broadly, discerning permutations of the pattern in other tales.  For example, Cinderella, the youngest and humblest but most beautiful of three sisters, becomes the prince's bride.  Finally, Freud identifies the three Fates as the primordial mythic feminine constellation, the third of whom represents death itself. (Paragraph 2)
After all, given a choice of three women, who would wittingly pick the agent of death?  Freud posits that in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them: hence, fate becomes freedom, and the third woman is no longer a goddess of death but of life-affirming love.  The scenes thus compensate for the reality of death; they express a wish to escape mortality by opting for love's vitality. (Paragraph 4)
The passage indicates that in the Shakespearean scenes as well as in tales that feature a similar pattern, such as Cinderella, the third option is the humblest; it also turns out to be the correct choice or most ideal option.  Paragraph 2 specifically conveys that:
the lead casket, which represents the third (and humblest) option after gold and silver, ""delivers the prize of Portia"" (ie, with this choice Bassanio wins Portia as his bride);
""Cordelia's more measured (ie, more restrained or humbler) declaration conveys authentic love for her father (King Lear),"" compared with the ""effusive flattery"" (ie, excessive and inauthentic praise) of her sisters;
Cinderella, is ""the youngest and humblest but the most beautiful"" of the three sisters and will be the ideal choice for the prince.
Accordingly, given Freud's interpretation, the motif of the three choices includes the idea that the third option is humblest but the most ideal (Number I).
Paragraph 4 asks the question, ""[G]iven a choice of three women, who would wittingly (knowingly) pick the agent of death?"" and proceeds to outline the unconscious mechanisms that explain this choice.  According to Freudian interpretive theory, ""in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them.""  For example, ""the third woman is no longer a goddess of death but of life-affirming love"" and so appears to be a desirable choice.  Hence, in a Freudian interpretation, the scenes in which this goddess is chosen ""compensate for the reality of death; they express a wish to escape mortality by opting for love's vitality.""  Thus, the motif of the three choices includes the idea that literary scenes are shaped by the unconscious wish to avoid death (Number II).
According to Paragraph 2, ""Freud conjectures that the well-known [Shakespearean] scenes represent variations on a more common literary motif in which a maiden chooses between three suitors.""  The author then details how Freud ""discern[s] permutations of the pattern in other tales,"" such as the Cinderella story in which ""the youngest and humblest but most beautiful of three sisters becomes the prince's bride.""  Freud even associates the pattern with the myth of the three Fates, which, he claims, represents perhaps the most ""primordial"" (earliest or most basic) version of the literary motif.  By drawing such comparisons, Freud is presented as believing he has proven ""this malleable (adaptable) motif's universality."" Therefore, the motif of the three choices includes the idea that literary scenes represent variations on an older pattern (Number III)."
"135","According to Paragraph 3, when deliberating about the decision to vote, rationally motivated citizens should consider:
the potential benefits of voting.
the known costs associated with voting behavior.
whether voting is likely to have an impact on the election's outcome.","D","25","Citizens who are rationally motivated in the relevant sense, when deciding whether to vote in an election, must weigh the potential benefits of voting against its known costs…  Because the probability that one's vote will have any significant impact on the outcome of the election is so minuscule, however…citizens must conclude that it is not in their best interest to participate in the democratic process… (Paragraph 3)
According to Paragraph 3, ""when deciding whether to vote in an election,"" citizens ""who are rationally motivated… must weigh the potential benefits of voting against its known costs.""  This implies that, when deliberating about the decision to vote, rationally motivated citizens should consider the potential benefits of voting (Number I) as well as the known costs associated with voting behavior (Number II).
In addition, Paragraph 3 conveys that citizens who are ""rationally motivated in the relevant sense…must conclude that it is not in their best interest to"" vote, as ""the probability that one's vote will have any significant impact on the outcome of the election is so minuscule"" (small).  This implies that, when deliberating about the decision to vote, rationally motivated citizens should also consider whether voting is likely to have an impact on the election's outcome (Number III)."
"136","The ""remarkably simple"" idea behind the Principle of Voter Rationality (Paragraph 1) is most analogous to:","A","25","Let us consider a widely accepted principle, what is called the ""Principle of Voter Rationality.""  It states that rationally motivated members of a democratic society ought to vote, as it is in their own best interest to do so.  The idea behind this principle is remarkably simple, of course: rationally motivated people ought to do whatever is in their own best interest. (Paragraph 1)
According to Paragraph 1, ""the ""Principle of Voter Rationality"" states that ""members of a democratic society ought to vote"" because ""it is in their own best interest to do so.""  The author specifies that the ""remarkably simple"" idea behind this principle is that ""people ought to do whatever is in their own best interest.""
The argument that it is better to live a religious life rather than to risk the possibility of punishment in the afterlife implies that people ought to live a religious life in the present to avoid being worse off in the future (ie, in the afterlife).  Therefore, this argument is concerned with a person's self-interest, and is based on an assumption about an individual's overall well-being.  Accordingly, this argument is more analogous to the ""remarkably simple"" idea that people ought to do whatever is in their own best interest than any of the following:
the belief that people ought to always tell the truth because honesty is a virtue that accords with universal moral laws (Choice B).  This belief opposes the idea that people ought to do whatever is in their own best interest, as it implies that people ought to do something (ie, tell the truth) whether or not it is in their best interest.
the view that the primary function of political organizations is to promote equality and justice (Choice C).  This view is unrelated to the idea that people ought to do whatever is in their own best interest, as it expresses an opinion about the goals that political organizations should have.
the notion that teamwork depends on an equal contribution from each of the team's members (Choice D).  This notion is dissimilar to the idea that people ought to do whatever is in their own best interest, as it pertains to the shared interests of groups of people (ie, teams and teamwork) whereas the Principle of Voter Rationality refers specifically to the interests of individual people."
"137","The author's position regarding the justification for voting behavior relies on the assumption that citizens should disconnect:","C","25","But other sources of justification are available.  As I see it, it is a commitment to the principles of democracy itself that should compel rational citizens, independently of whether it furthers their own interests, to participate in the democratic process.  For with such a commitment comes a civic duty to prevent the breakdown of one's own democracy and, with this, comes the justification for voting behavior. (Paragraph 5)
In Paragraph 5, the author conveys that ""the justification for voting behavior"" is based on ""a commitment to the principles of democracy.""  The author clarifies that this commitment ""should compel rational citizens"" to vote ""independently of whether it furthers their own interests.""  The author's position therefore assumes that, when justifying voting behavior, citizens should disconnect that behavior from their own self-interest.
(Choice A)  The author explains that ""the probability that any one vote will change the outcome of an election is infinitesimally small"" (Paragraph 2), and that because this probability is ""so minuscule…citizens can be practically certain that the costs of voting will outweigh its potential benefits"" (Paragraph 3).  Because these claims are linked, the author implies that citizens should not disconnect the probability of impacting an election from the certainty of voting costs.
(Choice B)  In Paragraph 5, the author expresses the view that ""a commitment to the principles of democracy itself should compel"" citizens ""to participate in the democratic process"" (ie, to engage in voting behavior).  Therefore, the author's position regarding ""the justification for voting behavior"" does not assume that citizens should disconnect the principles of democracy from the democratic process.
(Choice D)  The author denies ""that voting behavior is 'rationally motivated' [ie, justified]…when it is done for the purpose of influencing the outcome of an election,"" clarifying that ""rational citizens"" should be compelled to vote because they have ""a civic duty to prevent the breakdown of one's own democracy"" (Paragraph 5).  This implies that, according to the author, civic duties provide a rational justification for voting behavior.  Therefore, the author's position does not assume that citizens should disconnect civic duties from rational justification."
"138","In response to the principle that rational citizens ought to vote due to self-interest, the author points out that, if this principle were correct, then the democratic process would break down.  This response is:","D","25","Let us consider a widely accepted principle, what is called the ""Principle of Voter Rationality.""  It states that rationally motivated members of a democratic society ought to vote, as it is in their own best interest to do so. (Paragraph 1)
Citizens who are rationally motivated in the relevant sense, when deciding whether to vote in an election, must weigh the potential benefits of voting against its known costs.  …however, citizens can be practically certain that the costs of voting will outweigh its potential benefits. (Paragraph 3)
Moreover, if we are willing to assume, in the way the principle does, that democratic citizens are rationally motivated, then, given a sufficiently large population of citizens who deliberate about whether to engage in voting behavior, the democratic process should break down.  For each citizen should find that he or she ought to abstain from participating in this process… (Paragraph 4)
The Principle of Voter Rationality tries to justify voting behavior, claiming that ""members of a democratic society ought to vote"" because ""it is in their own best interest to do so"" (Paragraph 1).  In response, the author points out that if this principle were correct, ""the democratic process should break down"" because ""each citizen should find that he or she ought to abstain from"" voting behavior (Paragraph 4), due to the fact that ""the cost of voting will outweigh its potential benefits"" (Paragraph 3).  Therefore, the author's response is significant because it illustrates that the Principle of Voter Rationality is self-defeating.
By contrast, none of the following would accurately characterize the author's response:
insignificant, because the Principle of Voter Rationality does not provide satisfactory justification for engaging in voting behavior (Choice A).  Rather, the fact that the Principle of Voter Rationality does not provide satisfactory justification for voting behavior illustrates that the author's response is significant: it supports the author's claim that ""there are excellent reasons to reject this principle"" (Paragraph 2).
insignificant, because the author claims that the democratic process is fully intact (Choice B).  Rather, the claim that ""the democratic process is fully intact"" (Paragraph 5) emphasizes that the author's response is significant: it reinforces the point that the Principle of Voter Rationality cannot be correct because the democratic process has not broken down.
significant, because the author implies that citizens ought to exercise their will through the process of elections (Choice C).  The author's response is significant not because it implies that citizens ought to exercise their will through the process of elections (ie, through voting), but because it establishes that the Principle of Voter Rationality is an inadequate source of ""justification for voting behavior"" (Paragraph 5)."
"139","Based on the passage, which of the following would be the most likely reason behind the author's discussion of the Principle of Voter Rationality?","B","25","Let us consider a widely accepted principle, what is called the ""Principle of Voter Rationality""…If true, the principle elegantly justifies the scaffolding that upholds democracy itself: citizen engagement with the democratic process. (Paragraph 1)
As it turns out, there are excellent reasons to reject this principle. (Paragraph 2)
But other sources of justification are available.  As I see it, it is a commitment to the principles of democracy itself…and, with this, comes the justification for voting behavior. (Paragraph 5)
The author specifies that (s)he will ""consider a widely accepted principle"" pertaining to the justification of voting behavior, the ""Principle of Voter Rationality"" (Paragraph 1).  After arguing that ""there are excellent reasons to reject this principle"" (Paragraph 2), the author then illustrates that ""other sources of justification [for voting behavior] are available"" (Paragraph 5).  Most likely, then, the reason for the author's discussion is to expose the Principle of Voter Rationality as a ""widely accepted"" but faulty (flawed) conception of the justification for voting behavior.
(Choice A)  The Principle of Voter Rationality asserts that citizens ought to ""exercise their will through the process of elections"" because ""it is in their own best interest to do so"" (Paragraph 1).  Because the author intends to establish that ""there are excellent reasons to reject this principle"" (Paragraph 2), (s)he most likely does not discuss this principle to encourage citizens to exercise their will through the process of elections as the principle suggests.
(Choice C)  Paragraph 5 states that the Principle of Voter Rationality ""assumes, falsely, that voting behavior is 'rationally motivated'…only when it is done"" out of self-interest.  By contrast, the author claims that ""rational citizens"" should instead be compelled to vote because they have ""a civic duty to"" do so.  Therefore, the author rejects the idea that voting behavior is driven by self-interest rather than civic duty.
(Choice D)  Paragraph 5 states that ""it is a commitment to the principles of democracy itself that should compel rational citizens…to participate in the democratic process.""  The author further explains that ""with such a commitment comes a civic duty to prevent the breakdown of one's own democracy and, with this, comes the justification for voting behavior.""  This means that citizens must vote to prevent the breakdown of the democracy.  However, this justification is discussed separately from what the author says about the Principle of Voter Rationality, which (s)he introduces primarily to debunk."
"140","The author's position on voting behavior suggests that he or she would be most likely to disapprove of which of the following:","C","25","But what can be said about the nature of ""civic duties,"" and why should we suppose that there are any such duties in the first place?  For my part, I believe that a democratic government's policies and its citizens' civic duty to vote derive from the more general obligation upon man to help his fellow citizen, to increase the welfare of others with no expectation of a reward, a duty for altruism… (Paragraph 6)
The author claims in Paragraph 5 that ""a commitment to the principles of democracy…should compel rational citizens…to participate in the democratic process"" (ie, voting).  In Paragraph 6, the author expresses a belief that ""a democratic government's policies and its citizens' civic duty to vote derive from the more general obligation upon man to help his fellow citizen…a duty for altruism.""
Accordingly, political candidates who make campaign promises merely to gain wider voter support violate this altruistic obligation of a democratic government by focusing on their own benefit and not on those of the people.  These promises are made not from a genuine desire to increase the welfare of others, but simply to gain a reward (ie, victory in a political election).  Therefore, the author would likely disapprove of political candidates who make selfish campaign promises of this sort.
(Choice A)  Paragraph 5 states that ""the Principle of Voter Rationality…assumes, falsely, that voting behavior is 'rationally motivated' when and only when it is done for the purpose of influencing the outcome of an election.""  Although the author rejects this particular assumption about ""rationally motivated"" voting behavior, the passage never suggests that the author would reject or disapprove of rational methods of decision making in general.  Accordingly, there is no reason to think the author would disapprove of politicians who use such methods.
(Choices B and D)  In Paragraph 5, the author expresses the belief that citizens have ""a civic duty"" to ""participate in the democratic process"" (ie, to vote).  This suggests that the author would approve of government efforts to minimize both personal costs and any skepticism associated with voting behavior, as such efforts would increase the likelihood that a larger number of citizens would fulfill their civic duty to vote."
"141","Which of the following assertions about modern dancers is NOT implied by the passage?","B","26","In the 1890s…a group of pioneering dancers dared to challenge the rigid 350-year-old protocols of classical ballet.  The likes of Isadora Duncan, Loie Fuller, and Ruth St. Denis rebelled against ballet tradition while simultaneously rejecting the alternative world of vaudeville….These artists managed to break through the prejudice of tradition, clearing the way for the advent of modern dance in the 20th century. (Paragraph 1)
Martha Graham, a student of St. Denis and Shawn, went on to develop a radical new system of movement….The visual effects were startling, and the iconoclastic Graham went so far as to assert that the technique ""represented the human being's inner conflicts."" (Paragraph 3)
Building on the foundation of her precursors, Graham…made modern dance…""an established art form that was no longer merely regarded as an avant-garde aberration."" (Paragraph 5)
Paragraph 1 emphasizes that ""pioneering dancers dared to challenge the rigid 350-year-old protocols (systems of rules) of classical ballet"" and that they ""rebelled against ballet tradition while simultaneously rejecting the alternative world of vaudeville (comedic stage show featuring song and dance).""  Paragraph 1 also conveys that ""these artists managed to break through the prejudice of tradition.""  According to Paragraph 3, the ""iconoclastic"" (deliberately nonconformist) Martha Graham later developed ""a radical new system of movement"" whose ""visual effects were startling.""  Lastly, Paragraph 5 indicates that modern dance had previously been ""regarded as an avant-garde (ahead of its time) aberration (abnormality).""
These statements show that modern dancers were daring and rebellious and even produced new dance movements that were ""startling"" to audiences.  They were therefore more concerned with breaking from tradition than with how their artistry was received.  Consequently, the passage does not imply that modern dancers aimed to make dance more acceptable to the general public.
By contrast, the following assertions about modern dancers are implied by the passage:
They were conscious of influencing the audience's emotional state (Choice A).  Paragraph 2 states that ""the second generation of artists"" was ""determined to raise the audience's consciousness about contemporary social concerns.""  Paragraph 2 then describes modern dancers as ""dramatizing events on stage to inspire a collective emotional response.""
They strove to collaborate on productions with other types of artists (Choice C).  According to Paragraph 5, Graham, who set the new standards for modern dance, ""also strove to make the works she created and choreographed holistic.""  For example, Graham ""collaborated with sculptor Isamu Noguchi on stage sets, consulted with the designer Halston on costumes, and partnered with composers such as Louis Horst and Samuel Barber.""
They sought to effect change beyond the sphere of dance (Choice D).  Paragraph 2 describes modern dancers as ""dramatizing events on stage to inspire a collective emotional response "" as a way ""to spur sociopolitical change."""
