id,text,correct_answer,passage_id,explanations
487,"""Suicide clusters"" are greater-than-average rates of suicide occurring within a short time frame.  After a well-publicized initial suicide, suicide rates tend to rise, particularly among teenagers and young adults.  This phenomenon can also be described as:",D,84,"A reference group is a comparison group.  Individuals compare their beliefs and behaviors to those of reference group members and often model the beliefs and behaviors of the reference group.   For example, after a well-publicized suicide, others who have already contemplated taking their life may consider modeling the behavior of the individual who committed suicide, notwithstanding that suicide occurs for multiple, complex reasons.
Therefore, ""suicide clusters"" (higher-than-average rates of suicide occurring within a short time frame) may occur as a result of imitation of a reference group (ie, individuals already contemplating suicide modeling the behavior of those who have recently committed suicide).
(Choice A)  Groupthink occurs when groups of individuals engage in dysfunctional, dangerous, or nonsensical behavior because a desire for group cohesion outweighs critical decision-making.  Groupthink explains the conscious decision-making practices that occur within a defined group, so it does not explain why suicide clusters happen.
(Choice B)  The mere exposure effect (or familiarity effect) argues that just the act of being exposed to something increases an individual's affinity for it.  For example, the more someone hears a song, the more they will like the song.  The mere exposure effect explains why people like certain things, but it cannot explain complex behavior like suicide.
(Choice C)  Mass hysteria (or group hysteria) occurs when fear and rumor spur similar behavior among many group members.  Examples of mass hysteria generally include physical symptoms (eg, twitching, laughing) that have no apparent cause and spread within an isolated community.  No examples are found of suicide caused by mass hysteria.
Educational objective:
Reference groups are groups to which individuals compare themselves.  Individuals are more likely to adjust their attitudes and behaviors to align with those of a reference group."
488,How would a proponent of Malthusian theory most likely interpret the data in Figure 1?,C,84,"The Malthusian theory of population growth suggests that the human population increases exponentially while resources increase at a slower rate.  According to this theory, the population growth rate can be slowed by preventative checks and positive checks.
Preventative checks are those that decrease the birth rate (and are typically voluntary, such as waiting to marry and having fewer children).  Positive checks increase the death rate, slowing population growth by shortening the average life span.  Positive checks can be small-scale (eg, increased death rate due to a flu virus) or large-scale (eg, an epidemic that wipes out half the population).  Large-scale positive checks, called Malthusian catastrophes (eg, widespread famine, disease epidemics, large-scale wars), dramatically reduce the population to a level that the available resources can easily sustain, by slowing or stopping population growth entirely.
(Choice A)  Increases in suicide rates, even up to the highest rates in Figure 1 (15-20 suicides per 100,000 people), will not have a large enough impact on the population to be considered a Malthusian catastrophe.
(Choice B)  According to Malthusian theory, the increased death rate (not the decreased suicide rate) during World War II would be considered a positive check, supporting the theory.
(Choice D)  A negative check does not exist in Malthusian theory, only positive checks and preventative checks.
Educational objective:
The Malthusian theory of population growth asserts that when the population grows faster than the resources necessary to sustain that population, preventative checks (reducing the birthrate) or positive checks (increasing the death rate) can slow down growth.  A Malthusian catastrophe is a large-scale positive check that slows or stops population growth."
489,Sociologists often consider suicide a deviant behavior because suicide:,D,84,"Deviance is any behavior that violates culturally established norms.  Deviant behavior can be viewed as simply odd or off-putting (eg, nose-picking in public) or can be viewed as egregious or criminal (eg, shooting someone).  Deviant behavior considered morally reprehensible by society is known as a taboo.  Suicide violates the major social script of protecting ourselves and trying to avoid pain, and is considered taboo in most societies.
Norms that dictate how to behave (also known as normative social scripts) exist in every culture and serve to disseminate information about appropriate conduct in a variety of situations.  Folkways are less formal social norms whereas mores are more formal social norms.  A violation of folkways (eg, walking outside with all your clothes on backward) is unlikely to draw more than a few raised eyebrows, but violation of mores (eg, walking outside naked) is likely to result in more formal punishment.
(Choice A)  Deviant behavior is not defined by how uncommon it is.
(Choice B)  Folkways are informal normative behaviors, practices, and traditions in society.
(Choice C)  Both formal and informal sanctions exist for attempting suicide.  Formal sanctions are those codified by law (eg, involuntary confinement for a suicide attempt), and informal sanctions are behaviors that occur at the individual level (eg, social shunning, disapproval).
Educational objective:
Deviance is the violation of culturally sanctioned normative behavior.  Deviant behavior that is morally reprehensible is considered a taboo."
490,The DSM-5 describes AN as characterized by a distorted body image and excessive food restriction leading to severe weight loss.  How would a behaviorist explain the behavior of an individual diagnosed with AN?,B,84,"Behaviorism is a theory in psychology that focuses on the role the environment plays in shaping human behavior.  Specifically, behaviorism focuses on how reinforcement and punishment shape human behavior.
Reinforcement is anything that increases the likelihood of the behavior happening again.  For example, positive attention for losing weight would reinforce that behavior and make it more likely the individual will lose more weight.  Punishment is anything that decreases the likelihood of a behavior happening again.  For example, if individuals are ridiculed for a behavior, they are less likely to engage in that behavior again.
Although positive attention for losing weight might initially reinforce the behaviors (eg, food restriction) associated with that weight loss, additional weight loss can become a self-reinforcing cycle in which an individual no longer needs external reinforcement and the weight loss itself is reinforcing.
(Choice A)  A behaviorist approach is more likely to be focused on the environmental factors influencing behavior whereas a biological approach is more likely to consider biochemical factors.
(Choice C)  A behaviorist might consider the role of idealized body types portrayed in the media and societal standards of beauty but would be more concerned with the direct reinforcements and punishments that shape individual behavior.
(Choice D)  A social learning theorist is more likely to suggest that individuals with AN have close friends or family members whose behavior they are imitating.  Social learning theory suggests that behavior is shaped through social interaction, imitation, and modeling, and can occur in the absence of direct reinforcement.
Educational objective:
Behaviorism focuses on how an individual's behavior is shaped by the environment, particularly through reinforcement and punishment.  Reinforcement tends to increase the likelihood of the behavior happening again whereas punishment decreases the likelihood of the behavior happening again."
491,Which is least applicable to a diagnosis of MD?,D,84,"The passage states that MD is currently classified under the umbrella of obsessive-compulsive disorder (OCD) and related disorders under body dysmorphic disorder.  OCD and related disorders are characterized by recurrent obsessions, which induce anxiety, and compulsions, which are used to relieve anxiety.
Obsessions are persistent, intrusive, and repetitive thoughts and urges (Choice A).  For example, obsessions for an individual with body dysmorphia might include persistent thoughts about being too small.  Compulsions are excessive, repetitive behaviors that reduce anxiety (Choices B and C).  The obsessions and compulsions are significantly time-consuming, interfering with a person's daily routine, social, or work functioning.  An individual with OCD or a related disorder may or may not realize that the obsessions and compulsions are excessive and unreasonable.
For example, a compulsion for an individual with body dysmorphia might include weightlifting at the gym for more than 4 hours a day.  This behavior (compulsive weightlifting) is meant to relieve the anxiety associated with repetitive thoughts about being too small.  MD involves an ""obsession with a larger and more muscular body.""  An obsession with losing weight is the least applicable to a diagnosis of MD.
Educational objective:
OCD and related disorders are characterized by obsessions (recurrent, persistent, unwelcome, intrusive, distressing thoughts or urges) and/or compulsions (repetitive behaviors or mental acts meant to neutralize obsessions)."
492,"A proponent of the biopsychosocial approach to mental illness would likely consider which of the following as factors contributing to the development of an eating disorder?
Images seen on television and social media
Variations in hormones such as leptin and cortisol
Co-occurring mental illnesses",D,84,"Proponents of the biopsychosocial model of mental illness assert that mental illness results from the interaction between biological factors, psychological factors, and social factors.
Social factors that might influence the development of mental illness include the social and cultural context in which an individual lives as well as specific factors such as socioeconomic status, family dynamics, peer groups, and major life events.  Images portrayed in the media are social factors that could influence the development of an eating disorder.
Biological factors that might influence the development of mental illness include genetic predisposition, hormones, neurotransmitters, anatomy, and physiology.  Although potentially overlapping with other categories, certain environmental exposures to pathogens or toxins, physical trauma, and inadequate nutrition can also result in biological changes that make mental illness more likely.
Psychological factors that might influence the development of mental illness include personality characteristics (eg, self-efficacy, negative thought patterns) and co-occurring mental illnesses.
In contrast to the biopsychosocial approach to mental illness, the biomedical approach conceptualizes mental illness as directly resulting from chemical imbalances in the brain.  The biomedical perspective emphasizes the use of pharmacological therapy to correct these imbalances.
Educational objective:
The biopsychosocial model of mental illness suggests that mental illness is the result of interaction between biological factors, psychological factors, and social factors.  This differs from the biomedical model, which suggests that mental illness is caused by chemical imbalances in the brain."
493,Which of the following hypothetical findings from a follow-up study evaluating eating disorders in males is most consistent with the data presented in Table 1?,D,84,"Table 1 compares comorbid psychiatric diagnoses (ie, diagnoses that are present simultaneously in one individual) among groups of people diagnosed with eating disorders (AN, BN, and BED) and MD.
According to Table 1, 44% of the 36 cases that met diagnostic criteria for MD also met criteria for drug abuse/dependence, which exceeded the proportion of AN, BN, and BED cases that also met criteria for drug abuse/dependence.
Therefore, the hypothetical finding that individuals with MD were more likely to abuse anabolic steroids than those with any other of the studied disorders is most consistent with the data presented in Table 1.
(Choice A)  The study described in the passage was conducted using a sample of male veterans; therefore, conclusions about relative proportions of males and females diagnosed with eating disorders are not consistent with Table 1 data.
(Choice B)  Table 1 does not provide any information about individuals who may have met diagnostic criteria for more than one eating disorder; therefore, the finding that those with BED also met the criteria for BN within the past year is not consistent with Table 1 data.
(Choice C)  Table 1 suggests that individuals meeting criteria for BED were more likely to also meet criteria for depression (50%) than were those with AN (35%), which undermines the finding that individuals diagnosed with BED were less likely to also meet criteria for depression than individuals diagnosed with AN.
Educational objective:
To support findings from another study, data need not report exactly the same findings; rather, results from the first study should align with results from the second."
494,A physician suspects that a young woman seen in the clinic displays symptoms of an eating disorder.  Which of the following responses best demonstrates the ego defense mechanism of rationalization in the patient?,B,84,"According to psychoanalytic theory, ego defense mechanisms are an unconscious way to deal with the anxiety caused by unacceptable urges and thoughts.  Ego defense mechanisms were first proposed by Sigmund Freud (considered the father of psychoanalytic theory) and later expanded on by other psychoanalytic theorists.  There are many defense mechanisms; denial, repression, rationalization, projection, and sublimation are five common mechanisms.
Rationalization occurs when an individual unconsciously generates an acceptable excuse for an unacceptable behavior or thought.  For example, skipping meals is not normal or acceptable behavior; the patient using this defense mechanism is rationalizing the behavior by telling herself that she will eat a lot later on.
(Choice A)  Sublimation involves turning unacceptable thoughts or behaviors into productive, acceptable ones.  An individual who writes in a journal when feeling the urge to binge and purge is using this ego defense mechanism.
(Choice C)  Repression involves an inability to consciously recall unacceptable thoughts or behaviors.  An individual who is unable to remember engaging in binging behaviors is using this ego defense mechanism.
(Choice D)  Projection involves the attribution of one's own unacceptable thoughts and behaviors to another person or group.  Individuals who focus on the real or imagined unacceptable behaviors of others instead of their own behaviors may be using this ego defense mechanism.
Educational objective:
Psychoanalytic theory suggests that ego defense mechanisms are a method of dealing with unacceptable thoughts and behaviors that cause anxiety.  Rationalization is an ego defense mechanism in which an individual generates an acceptable excuse for an unacceptable behavior or thought."
495,The most appropriate control subjects for the study described in the final paragraph would be:,A,84,"Control subjects provide a comparison group in experiments.  The control subjects should be as similar as possible to the subjects of interest, except for the causal (independent) variable being studied.  For example, in clinical trials controls are demographically similar to the treatment subjects (or those under evaluation) but do not receive any active medication or treatment.
This study sought to determine whether a previous diagnosis of an eating disorder would predict other comorbid psychological disorders.  The most appropriate control subjects should be similar to other subjects except with regard to the variable being studied.  Therefore, the most appropriate control subjects for the study described in the passage are males who have never been diagnosed with an eating disorder.
(Choice B)  If the study described in the passage was looking at the rates of psychiatric comorbidity for males who had and had not received treatment for their eating disorder, then males who had never been treated for an eating disorder would be a good comparison group.
(Choices C and D)  Control subjects should be as similar to treatment subjects or the observational subjects of interest as possible.  Comparing males with eating disorders to females who have never been diagnosed with or treated for an eating disorder would not be an effective comparison because two significant variables (sex and diagnosis/treatment) differ between the groups.
Educational objective:
Control subjects provide a useful comparison to the subjects of interest in a study.  Control subjects should be as similar to the treatment subjects as possible, except for the variable of interest."
496,Which of the following study procedures described in the passage is most likely measuring or attempting to evoke the affective component of attitude?,A,84,"The term attitude refers to a person's evaluation or disposition toward something (eg, a person, an object, an event).  Attitudes can be positive, negative, or neutral and can change over time.  Psychologists have identified three components of attitudes:
The affective component relates to how a person feels about something, including positive or negative evaluations or emotions (eg, anger, excitement).  For example, a person might have strong negative feelings about a political candidate, causing her to favor that candidate's opponent.
The cognitive component relates to a person's beliefs and opinions about something.  For example, a person might believe that a particular candidate has characteristics or experiences that make that candidate well suited to hold office.
The behavioral component relates to how a person acts toward something.  In the above examples, voting for or against a candidate reflects the behavioral component of attitude.
The study procedure requiring the fantasy/reality contrast condition and the positive fantasy condition to fantasize about the positive aspects of losing weight is most likely attempting to evoke the affective component of attitude because positive fantasies will likely generate positive emotions in the participants.
(Choice B)  Even though reflecting on past failed weight loss attempts would likely evoke the affective component of attitude, participants were never asked to do this as part of the study procedure.
(Choice C)  Rating success on a scale of 1 to 7 evokes the cognitive aspect of attitude by forcing the participant to think about a future event.  No affect is involved in this task.
(Choice D)  Participating in proactive weight loss strategies would be most associated with the behavioral (not affective) component of attitude.
Educational objective:
Psychologists outline three components of attitude:  affective (feelings), cognitive (thoughts, beliefs, opinions), and behavioral (actions).  Attitudes can be positive, negative, or neutral and can change over time."
