id,title,content,subject,question_count,topic
23,Passage Title: Why Study Literature?,"Rhetorical questions with an end purpose can be propositioned with the intention of challenging curricular stratagem, particularly in the name of educational progress.  ""Should we teach literature in our college classrooms?"" or ""Do we have an ethical obligation to teach humanities to the next generation of scholars?"" are the sorts of enquiries that can set precedence in academic circles, providing fodder for discussion on implementing the best instructional tactics in the imminent restructuring of scholastic environments.  One particular issue in academia that is currently under deliberation is the justification for literary study in the classroom.
So why study literature?  First, research has shown that studying the likes of Shakespeare, Wordsworth, and Dickens can generate feelings of human connectedness, an essential component for fulfilled living, social stimulation, and a long and healthy existence.  Immersive or ""deep"" reading of a literary piece serves as a meditation on, an excavation of, and a careful examination of the ubiquitous sociocultural ideas connecting the worlds in which both the author and reader reside.  One study on connectedness also found that emotionally compaginated individuals live longer than those who do not exhibit similar closeness with other humans.  Taken together, it can be surmised that ""deep readers"" may have a superior ability to understand and empathize socially by viewing the world through the differing perspectives of others, enhancing the potential for human connectivity.
Second, it may be beneficial to recall our literary past in its truest form, the written word, over the superfluity of technological representations of ancient texts.  For instance, Shakespeare's body of work has been reduced to two-minute self-produced video clips found on the Internet, a valuable teaching tool for younger students with ever-shortening attention spans but one that lamentably excludes the essential beauty of the original prose.  The writings hold the intended ""environmental literary print"" up to the light, allowing readers to gain a valuable snapshot of history that cannot be substituted.  As our society continues to advance technologically, we can nevertheless find existential value in remembering our past.
Third, if we could measure the unbridled joy felt upon discovering a forgotten text lying on the shelf, we might shift our focus from an extrinsic value of literature to an intrinsic one; that is, the written text is prized due to its ability to incite felicitousness, laughter, woefulness, and a myriad of emotions that make us inherently human.  As George Eliot writes in the canonical The Mill on the Floss, ""We can never give up longing and wishing while we are thoroughly alive.  There are certain things we feel to be beautiful and good, and we must hunger after them.""  This exemplifies the human condition that strives toward fulfillment at our core psyche, a sentiment perhaps best expressed in the written language itself.
Lastly, there is much to be gained from pedagogical models of studying literature:  women's studies teaches the value of gender equality, cultural studies intrinsically teaches less ethnocentrism and more tolerance, and the reader-response theory teaches that each individual response has value based on unique and subjective human experiences, to name a few.
In certain higher education communities, there has been a grassroots movement gaining some traction in favor of removing humanities requirements from the core teaching curriculum, yet the lifelong consequences of doing so may not be quantifiable.  The humanities professors who protest silently, hoping that their colleagues will see the merit in studying literature as requisite, must remain reticent no more.  Without literary study to instill in us the value of the human experience, we may willingly sacrifice more than just coursework:  we may be on the verge of surrendering our human spirit.",Critical Analysis & Reasoning Skills,5,Social Sciences
24,Passage Title: Freudian Choice,"Sigmund Freud opens his 1913 essay ""The Theme of the Three Caskets"" with the following comment: ""Two scenes from Shakespeare, one from a comedy and the other from a tragedy, have lately given me occasion for posing and solving a little problem.""  As Freud describes, in The Merchant of Venice, the young Venetian suitor Bassanio must choose correctly between three metal caskets if he is to win the hand of the attractive and intelligent heiress Portia; in King Lear, the aged monarch demands a testimony of filial devotion from each of his three daughters before deciding how to apportion his kingdom amongst them.  The curious congruence of these scenes caught the pioneering psychologist's imagination.  However, if Freud's introductory remarks give the impression that he traffics in trivialities, we are sorely disabused: in solving his ""little problem,"" the Viennese psychoanalyst pursues profundities so doggedly his initial disclaimer seems disingenuous.
Freud conjectures that the well-known scenes represent variations on a more common literary motif in which a maiden chooses between three suitors.  Making some unexpected substitutions, as if by sleight of hand, he then unveils the hidden parallels: a male suitor now chooses among three caskets symbolizing three marriageable women, and these characters find rough counterparts in the elderly king with three daughters.  In both plays, the last and least assuming of the three choices constitutes the correct one: it is the lead casket, not those of gold or silver, that delivers the prize of Portia, and, unlike the older sisters' effusive flattery, Cordelia's more measured declaration conveys authentic love for her father.  Freud then casts his net of comparison more broadly, discerning permutations of the pattern in other tales.  For example, Cinderella, the youngest and humblest but most beautiful of three sisters, becomes the prince's bride.  Finally, Freud identifies the three Fates as the primordial mythic feminine constellation, the third of whom represents death itself.  These associations, he insists, suffice to prove this malleable motif's universality.
But how to uncover the deeper meaning of this theme with a thousand variations?  From a Freudian perspective, a literary scene is like a dream, a production of the human psyche arising from the unconscious.  As with dreams, the true meaning is to be found beneath the surface (in what Freud calls the latent content in contrast to the manifest content).  Accordingly, the most effective tools for parsing the pair of Shakespearean scenes are the psychoanalytic methods of dream interpretation.
But can dream theory explain the evolution from a mythology of fate to tales of free choice?  How are the likes of Portia, Cordelia, or Cinderella potential surrogates for a death deity?  After all, given a choice of three women, who would wittingly pick the agent of death?  Freud posits that in producing literary motifs, as in the creation of dreams, the psyche imposes its censorship to disguise elements it deems unacceptable, often inverting them: hence, fate becomes freedom, and the third woman is no longer a goddess of death but of life-affirming love.  The scenes thus compensate for the reality of death; they express a wish to escape mortality by opting for love's vitality.
In general, Freud believed that great literary works not only lend themselves to psychoanalytical interpretation but, in illustrating the laws of psychical functioning so well, also offer a resource for understanding psychology.  In particular, as Norman Holland notes, the Viennese psychoanalyst looked to the British bard to confirm and refine his theories: ""Freud's method was to take a pattern of mental life…and hold it up, as it were, against the play to discover a congruous pattern.""  Thus, Shakespearean themes contributed to the development of psychoanalytical methods, and Freud's ""little problem"" carried big implications.",Critical Analysis & Reasoning Skills,4,Humanities
25,Passage Title: Voting Paradox,"Let us consider a widely accepted principle, what is called the ""Principle of Voter Rationality.""  It states that rationally motivated members of a democratic society ought to vote, as it is in their own best interest to do so.  The idea behind this principle is remarkably simple, of course: rationally motivated people ought to do whatever is in their own best interest.  Democratic societies provide citizens with the opportunity to exercise their will through the process of elections.  Rationally motivated citizens ought to vote, then, because electing candidates who will act on their behalf is in their own best interest.  If true, the principle elegantly justifies the scaffolding that upholds democracy itself: citizen engagement with the democratic process.
As it turns out, there are excellent reasons to reject this principle.  Notice that the probability that any single vote will have an impact on the outcome of an election decreases as the number of voters increases.  In nationwide elections in democratic societies, the probability that any one vote will change the outcome of an election is infinitesimally small; so small, in fact, that a modest estimate for presidential elections in the US puts this probability at roughly one in one hundred million.  For all practical purposes, it is true to say that any single person's decision to vote will not affect the outcome of an election.
Citizens who are rationally motivated in the relevant sense, when deciding whether to vote in an election, must weigh the potential benefits of voting against its known costs.  And there are many such costs: the loss of one's personal time, frustration caused by long lines at the polling station, the energy needed to sufficiently educate oneself about candidates' policies, and so on.  Because the probability that one's vote will have any significant impact on the outcome of the election is so minuscule, however, citizens can be practically certain that the costs of voting will outweigh its potential benefits.  Therefore, contra the Principle of Voter Rationality, citizens must conclude that it is not in their best interest to participate in the democratic process…
Moreover, if we are willing to assume, in the way the principle does, that democratic citizens are rationally motivated, then, given a sufficiently large population of citizens who deliberate about whether to engage in voting behavior, the democratic process should break down.  For each citizen should find that he or she ought to abstain from participating in this process due to the aforementioned reasons…
In truth, the democratic process is fully intact.  The problem with the Principle of Voter Rationality is that it assumes, falsely, that voting behavior is ""rationally motivated"" when and only when it is done for the purpose of influencing the outcome of an election.  But other sources of justification are available.  As I see it, it is a commitment to the principles of democracy itself that should compel rational citizens, independently of whether it furthers their personal interests, to participate in the democratic process.  For with such a commitment comes a civic duty to prevent the breakdown of one's own democracy and, with this, comes the justification for voting behavior.
But what can be said about the nature of ""civic duties,"" and why should we suppose that there are any such duties in the first place?  For my part, I believe that a democratic government's policies and its citizens' civic duty to vote derive from the more general obligation upon man to help his fellow citizen, to increase the welfare of others with no expectation of a reward, a duty for altruism…",Critical Analysis & Reasoning Skills,6,Social Sciences
26,Passage Title: The Evolution of Modern Dance,"In the 1890s, the world of American dance underwent a profound transformation when a group of pioneering dancers dared to challenge the rigid 350-year-old protocols of classical ballet.  The likes of Isadora Duncan, Loie Fuller, and Ruth St. Denis rebelled against ballet tradition while simultaneously rejecting the alternative world of vaudeville.  Duncan, in particular, was a proponent of what was deemed ""uninhibited freedom of movement.""  Appearing on stage in a loose tunic with bare feet and her hair down, she performed natural, flowing movements she claimed ""emanated from her solar plexus.""  For her part, Fuller combined billowing costumes, dramatic lighting, and improvised movements in attempting to imitate natural phenomena, as exemplified by her ""serpentine"" dance.  Meanwhile, St. Denis and her partner Ted Shawn incorporated elements of Native American and East Asian ritualistic dance into their work.  These artists managed to break through the prejudice of tradition, clearing the way for the advent of modern dance in the 20th century.
The second generation of artists, which included Doris Humphrey and Lester Horton, continued to loosen dance from the restraints of classical ballet.  Many were also determined to raise the audience's consciousness about contemporary social concerns during a time that witnessed the aftermath of World War I, increased industrialization, the Great Depression, and the rise of fascism in Europe.  For a while, the modern dance movement became more than an assault on classical ballet; by dramatizing events on stage to inspire a collective emotional response, dance became a vehicle designed to spur sociopolitical change.
Martha Graham, a student of St. Denis and Shawn, went on to develop a radical new system of movement.  The ""Graham technique"" originated from her cardinal belief that movement expresses the emotions that people attempt to conceal and words are inadequate to express.  The new technique was organic; based on the natural rhythm of breathing, it exaggerated the muscular contraction and release, as well as the consequent flexion of the spine, required to breathe.  The visual effects were startling, and the iconoclastic Graham went so far as to assert that the technique ""represented the human being's inner conflicts.""  Furthermore, the movement of contraction became a regular feature of modern dance, which, as some sources stress, was ""used, altered, and redefined by many subsequent choreographers.""
As modern dance evolved, it became the antithesis of ballet, which followed strict patterns of movement and aimed to be light and graceful.  By contrast, the new dance style was often angular, jagged, and stark; the choreography featured nonlinear movements and irregular contours.  Instead of working against gravity as in ballet's sequences of vertical leaps, the contemporary style made gravity the dancers' ally in initiating movements from the lower abdomen with their bare feet rooted to the floor.  Whereas ballet emphasized the body's limbs, the new dance mode accentuated the torso.  While ballet was made to appear effortless, Graham's main goal as a choreographer was to display the physical exertion of articulating emotion through the body's movement.
Graham also strove to make the works she created and choreographed holistic.  She collaborated with sculptor Isamu Noguchi on stage sets, consulted with the designer Halston on costumes, and partnered with composers such as Louis Horst and Samuel Barber.  Aaron Copland wrote the score to the highly acclaimed modern ""ballet"" Appalachian Spring, which Graham choreographed and in which she performed the lead female role in 1944.  Building on the foundation of her precursors, Graham—who continued to dance until age 76 and to choreograph until shortly before her death at 96—made modern dance, in one scholar's estimation, ""an established art form that was no longer merely regarded as an avant-garde aberration.""",Critical Analysis & Reasoning Skills,4,Social Sciences
27,Passage Title: Candide and Zadig,"Voltaire's most famous work is undoubtedly Candide, which satirizes both 18th-century Europe and the philosophy of Gottfried Wilhelm Leibniz.  In particular, the character of Dr. Pangloss (who teaches ""metaphysico-theologo-cosmolonigology"") parodies Leibniz's view that this is the best of all possible worlds.  While Pangloss offers many supposed proofs that all events ""must necessarily be for the best end,"" the novel's characters endure a constant succession of horrible and comically absurd misfortunes.  Voltaire's clear message is that life—far from being ordered to produce the greatest good—is full of unnecessary suffering.
Given this understanding, those who see Voltaire through the lens of Candide would likely be shocked to read another of his works, Zadig.  The stories are similar in that both title characters experience a long series of undeserved evils.  However, whereas Candide moves from believing in Pangloss' worldview to eventually rejecting it, Zadig's lesson seems to be the exact opposite.  Convinced of the unfair cruelty of life, Zadig is visited by the angel Jesrad, who justifies many of the apparent tragedies Zadig has witnessed.  The man whose house burned down found a hidden treasure beneath it; the youth who drowned would have grown up to be a murderer; the impoverished fisherman would regain even more than he had lost.  Thus, Jesrad explains, ""Men…judge of all without knowing anything,"" but everything that occurs ""ought to be, in its proper time and place, according to the immutable decrees of him who comprehends all.""  Following this divine enlightenment, Zadig's trials likewise end happily.  The angel directs him to return home, where he is crowned king, bringing prosperity to the entire country.
Candide was written long after Zadig, near the end of a career in which Voltaire faced frequent difficulties of his own.  The satirizing and free-thinking that made his novels so popular with readers were not always appreciated by other aristocrats or monarchs, and Voltaire found it necessary to move from city to city throughout Europe.  Although the writer's hardships never approached the severity of those visited upon his characters, it is easy to imagine them influencing both his outlook and his stories.  A fairly straightforward conclusion would be that Zadig reflects a younger and more optimistic Voltaire, while Candide expresses the more cynical sentiments of a man grown frustrated at the world's ignorance and persecution.
However, there is another way to view the two works.  On several occasions, Zadig laments that he has been punished for doing what is right: ""Knowledge, virtue, and courage, have hitherto served only to make me miserable.""  While he never wavers from righteousness, he does question why evils befall those who do not deserve them.  Jesrad explains: ""The wicked…are always unhappy.  They serve to prove and try the small number of the just that are scattered throughout the earth.""  Thus, the angel implies that human cruelty is to blame for most of the unhappiness in the world.
That assessment is fitting not only in Zadig's case but also in that of Candide and his companions, who are repeatedly the victims of other people's greed, selfishness, and violence.  As James the Anabaptist, one of the ""small number of the just"" in Candide, observes: ""Mankind…must have somewhat corrupted their nature; for they were not born wolves, and yet they have become wolves.""  Shortly thereafter, James is left to drown by a man he himself had just saved from drowning.  Both tales, then, are best understood as a commentary not on the callousness of providence, but on the heartlessness of humanity.  Life is replete with pointless suffering, even if some misfortune could potentially serve a greater purpose.  But in Voltaire's estimation, it is people's wickedness that truly fills the world with misery.",Critical Analysis & Reasoning Skills,6,Humanities
28,Passage Title: For Whom the Bell Toils,"In nineteenth-century America, most people dismissed the notion that someone might assassinate the president.  The presumption was based not only on ethics but practicality: a president's term is inherently limited, and an unpopular one could be voted out of office.  Therefore, it was reasoned, there would be no need to consider removal through violence.  This belief persisted even after the shocking murder of Abraham Lincoln in 1865, which was viewed as an aberration.  Thus it was that on July 2, 1881, Charles Guiteau could simply walk up to President James A. Garfield and shoot him in broad daylight.  As Richard Menke portrays events, ""Guiteau was in fact a madman who had come to identify with a disgruntled wing of the Republican Party after his deranged fantasies of winning a post from the new administration had come to nothing.""  Believing that God had told him to kill the president, Guiteau thought this act would garner fame for his religious ideas and thereby help to usher in the Apocalypse.
In an interesting parallel, Garfield had felt a sense of divine purpose for his own life after surviving a near-drowning as a young man.  Unlike Guiteau's fanatical ravings, however, Garfield's vision worked to the betterment of himself and the world.  Candice Millard describes his ascent from extreme poverty to incredible excellence in college, where ""by his second year…they made him a professor of literature, mathematics, and ancient languages.""  Garfield would go on to join the Union Army, where he attained the rank of major general and argued that black soldiers should receive the same pay as their white compatriots.  While serving in the war he was nominated for the House of Representatives but accepted the seat only after President Lincoln declared that the country had more need of him as a congressman than as a general.  The reluctant politician would later himself become president under similar circumstances, after multiple factions of a deadlocked Republican convention unexpectedly nominated him instead of their original candidates in 1880.  An honest man who opposed corruption within the party, Garfield strove both to heal the fractures of the Civil War and to uphold the aims for which it was fought, until ""the equal sunlight of liberty shall shine upon every man, black or white, in the Union.""
Although Guiteau's bullet would ultimately dim this light for Garfield, the president actually survived the initial attack and for a time appeared headed for recovery.  Tragically, however, the hubris shown by his main physician, Dr. Willard Bliss, would lead instead to weeks of prolonged suffering.  None of the doctors who examined Garfield were able to locate the bullet, and its lingering presence—along with the unwashed hands of the doctors who probed for it—led to an infection.  As the president's condition worsened, inventor Alexander Graham Bell attempted to adapt his patented telephone technology to locate foreign metal in the human body.  Inspired by speculation that the bullet's electromagnetic properties might be detectable, Bell used his newly developed ""Induction Balance"" device to listen for the sounds of electrical interference he hoped would isolate the site of the bullet.
Unfortunately, Bell's searches were unsuccessful.  Like Garfield's doctors, he had been looking for the bullet in the wrong area.  Menke asserts that Bell's efforts ""would probably have fallen short"" regardless.  However, other historians suggest that Dr. Bliss, unwilling to consider challenges to his original assessment, prevented Bell from more thoroughly searching the president's body.  Certainly, Bliss ignored the advice and protestations of other physicians, even as Garfield continued to decline.  With death imminent, Garfield asked to be taken to his seaside cottage, where he died on the 19th of September.",Critical Analysis & Reasoning Skills,4,Social Sciences
29,Passage Title: Pascal's Wager,"In the 17th century, Blaise Pascal provided a purely practical argument for theism with his famous ""wager.""  The most basic form of the argument can be understood as follows.  Suppose one believes in God.  This choice includes the loss of certain earthly goods, for instance, time and resources devoted to spiritual matters instead of oneself.  If God does not exist, these goods are lost unnecessarily, but if God does exist, one gains eternal happiness in the afterlife.  On the other hand, by not choosing to believe in God, one gains those earthly goods.  If God does not exist, one loses nothing, but if God does exist, one loses eternal happiness.  Pascal's Wager, then, is essentially a risk/reward analysis.  Believing in God involves a finite loss but may result in an infinite gain, whereas not believing in God risks an infinite loss for the sake of a finite gain.  Therefore, Pascal argues, choosing to believe in God is the only rational decision to make in terms of one's own self-interest.
This argument elicits several objections, the most immediate of which relate to the nature of belief.  First, there is clearly a difference between truly believing in God versus choosing to believe for the sake of a hoped-for reward.  Hence, many critics have viewed the Wager as essentially cynical—not to mention the fact that if God does exist, he would presumably not be fooled by ""belief"" deriving from such mercenary motivations.  Even setting such concerns aside, however, the more important problem is that, put simply, belief doesn't work that way.  One cannot just will oneself to believe a proposition apart from some kind of evidence.  Rather, we accept or reject claims according to whether they match our experience of the world.  Sometimes this process is overt, drawing a conclusion based on an explicit chain of reasoning.  More often it is basically automatic or subconscious, arising from what is immediately apparent to perception and memory.  Thus, we might imagine someone who wants to believe in God for any number of reasons.  She may be concerned about eternal consequences, or view her religious acquaintances as morally admirable, or perhaps long for the kind of community shared by some persons of faith.  Regardless of the reasons for her wish to believe, belief is not a matter of choice; she cannot make herself believe in God or anything else.  Hence, a prescription to believe would seem to be pointless, even if one accepts that believing would represent the most rational, self-interested decision.
However, as compelling as those objections might appear, it is easy to overlook the fact that Pascal was well aware of them, and actually raised such worries himself.  Notably, he does not treat choosing to believe in God as a discrete event, but as a process that unfolds throughout one's life.  Thus, Pascal offers advice for those who struggle with their inability to believe: ""Learn of those who have been bound like you…who know the way which you would follow, and who are cured of an ill of which you would be cured.  Follow the way by which they began; by acting as if they believed, taking the holy water, having mass said, etc.  Even this will naturally make you believe....""  In this way, Pascal implies that by practicing religion and engaging in its rituals one may eventually grow to develop real faith, a phenomenon that he suggests is valuable in its own right because it gives one's life meaning and purpose.  As such, Pascal's Wager need not be seen as either cynical or impossible, but as an attempt to open a genuine path to theism.",Critical Analysis & Reasoning Skills,4,Humanities
30,Passage Title: Egg Donation,"The first case of successful egg donation, resulting in the birth of a human child, occurred in 1981.  Since then, the number of egg donors has drastically increased to generate a multibillion-dollar industry that is known as the oocyte market.  As the clientele of fertility clinics—primarily women seeking to conceive through the aid of medical intervention and reproductive technology—continues to grow, so does the immense global demand for egg donors.  This has left today's market with considerably fewer donors than needed to supply clinics with high-quality eggs.
In the current market, fertility clinics offer as much as fifteen thousand dollars to women who are willing to donate their eggs.  Perhaps unsurprisingly, then, numerous sources now report that a disproportionate number of female college students are donating their eggs.  It seems that recent hikes in tuition have driven many women to finance their education using compensation from the oocyte industry.
This raises certain moral or ethical concerns, however.  Some bioethicists are particularly worried about the current lack of government oversight in the oocyte market.  Without regulations governing the commercialization of the oocyte industry, for instance, women in need of short-term financial gain become especially vulnerable to exploitative or coercive business practices.  Notice that, at present, there is very little research on the long-term risks and effects of egg donation on women's health.  In today's unregulated marketplace, fertility clinics are not required to warn would-be donors about the potential health risks or the inadequate body of knowledge we currently have about these risks.  In the absence of such information, it is unclear that ""informed consent"" is part of the donation process.  And for impoverished women—because financial hardship leaves them with so few options—it is not even apparent that consent is part of the process at all.
Because of these issues, bioethicists have called for the establishment of a global register of egg donors and longitudinal follow-ups that aim to identify potential negative side effects.  But even if this were implemented, other ethical concerns would loom heavy.  For instance, there is the question of why, or on what grounds, fertility clinics pay donors thousands of dollars for eggs in the first place.  Donors of other sorts are not compensated for the goods they donate, so why should egg donors be so fortunate?  It is relevant to note that, by definition, an egg is a nonrecyclable sex cell; women are born with a fixed number of these and this number drastically decreases with age.  Critics claim that this aspect of the industry is revealing: In compensating donors, they say, the egg procurement industry transforms women's bodies into an economic resource, mere organisms from which a supply of biological matter must be ""harvested"" for the ultimate gain of others.
In response to this criticism, advocates for the oocyte market claim that, unlike donations of other sorts, the egg donation process requires a medically invasive and time-consuming procedure.  Their position is that the thousands of dollars given to donors merely serves as compensation for the valuable time (not the eggs) lost during the donation process.
If this claim helps to alleviate the concern that the oocyte industry commodifies women's bodies, there will be room for a collaborative effort toward long-term progress.  The proponents of this industry, as well as its opponents, can work together to ensure that government regulations provide safeguards against issues of consent and exploitation.  This would certainly be desirable since, as it seems, the oocyte industry is here to stay.",Critical Analysis & Reasoning Skills,5,Humanities
31,Passage Title: Dead Sea Scrolls,"Since the 1950s, scholars have been engaged in reconstructing a multifarious collection of ancient sacred texts, now known as the Dead Sea Scrolls, from a welter of as many as 100,000 fragments of disparate size and shape.  With some fragments no larger than a postage stamp and covered with barely decipherable writing, the formidable paleographic project presents a jigsaw puzzle of epic proportions and frustrating intricacy.  Yet, despite the fragmentary condition of the scrolls, their discovery has turned out to be the most important religious archaeological windfall of the 20th century.
The scrolls were found in large pottery jars hidden inside the caves that dot the northwestern shore of the Dead Sea, at a site called Khirbet Qumran, 13 miles east of the city of Jerusalem, by Bedouin goatherds in late 1946.  In the desert near Qumran, members of a Jewish sect known as the Essenes had established a small community during the latter half of the Second Temple period that began in the 6th century BCE and lasted into the first century CE.  The Essenes are noted in the works of the Roman statesman and historian Pliny the Elder, the Hellenistic Jewish philosopher Philo, and the Jewish historian Josephus.  In the first century, Pliny described the Qumran community as a monastic brotherhood that followed an ascetic lifestyle of work, prayer, and the study of sacred law and esoteric doctrine.  The Essenes differed from the mainstream Jewish community in objecting to animal sacrifices and subscribing to the heretical dictum that fate is ""the mistress of all.""  The group had migrated to the desert, eschewing urban areas, as Philo reports, ""because of the ungodliness customary among the city-dwellers.""
The scrolls date from approximately 250 BCE to 68 CE.  Scholars speculate that they represent either the library of the Essene community or the collected works of various local Jewish groups.  It is likely that the Essenes stashed the scrolls in jars and placed these inside the caves when they fled the imminent destruction of Jerusalem and the Second Temple (Herod's Temple) by the Romans in 70 CE.  The more than 900 identified manuscripts include parts of every book in the Old Testament canon except the Book of Esther, some with as many as 39 copies.  Only one scroll, the Great Isaiah Scroll, offers a virtually intact book: its 24 feet of parchment features all 66 chapters of the Book of Isaiah.  Other scrolls contain noncanonical texts, including apocrypha and pseudepigrapha—late pseudonymous writings ascribed to various biblical prophets and patriarchs.  Before the scrolls' fortuitous discovery, some of these works were known only through translations, or even translations of translations.  A few scrolls contain extra-biblical texts, chiefly sectarian manuals cataloguing the rules of the Essene community.
Over 75% of the parchment and papyrus scrolls are written in Hebrew; most of the others are in Aramaic (a related language that had become the standard linguistic currency in the Near East), while a smaller number are inscribed in ancient Greek.  The writing on the scrolls moves from right to left with only the occasional paragraph break for punctuation, which makes deciphering the manuscripts almost as daunting a task as piecing together their fragments.
The manuscripts demonstrate remarkable consistency with the Masoretic or medieval Hebrew text used for many English translations of the Bible, notably the King James Version.  Thus, the scrolls, which predate the Masoretic text by about 1,000 years, largely substantiate its reliability and authoritative status.  They also offer a window onto a critical period in Judeo-Christian culture; in particular, they confirm the religious diversity of the time and the similarity of an eschatological, messianic Jewish sect of the first century to early Christian communities.",Critical Analysis & Reasoning Skills,6,Humanities
32,Passage Title: The Author Vanishes,"On December 3, 1926, the 36-year-old author of half a dozen popular crime novels and creator of eccentric Belgian sleuth Hercule Poirot exited her suburban London home and drove off into the cold dark night.  What would transpire was a real-life mystery not beyond the imaginative pale of this well-known writer named Agatha Christie—an author who, Laura Thompson notes, presents a carefully constructed world of ""strychnine and crumpets"" where murder and mayhem are served up with ""post-Wildean wit.""  Into this made-up world, Agatha would later inscribe herself as a recurring character, the quirky crime fiction writer Ariadne Oliver.  Moreover, in her most innovative detective novel to date, The Murder of Roger Ackroyd, Christie had conjured a narrator so unreliable he elides the details of the incident most crucial to identifying the murderer, only to later reveal himself as the perpetrator.  Similarly, the events about to unfold would possess all the makings of a classic Christie whodunnit.  They form a conspicuous lacuna in the writer's autobiography, rendering her the unreliable narrator of her own life story.
In the early hours of December 4, Christie's abandoned Morris Cowley—its front wheels suspended over the edge of a chalk pit, headlights still blazing, and a fur coat, rummaged valise, and expired driver's license in the backseat—was discovered in Newlands Corner near a mist-shrouded lake called Silent Pool, some fifteen miles from her home.  By afternoon, multiple search parties were underway for the missing author; by the following day, these had ballooned to include 15,000 volunteers, a sizeable canine patrol, and, for the first time in British history, airplanes.  Ponds were dredged, downs were combed, but the woman who would be dubbed the ""Queen of Crime"" had vanished, leaving behind only taunting clues.  Mounting frustration prompted the constable in charge, William Kenward, to remark, ""I have handled many important cases in my career, but this is the most baffling mystery ever set me for solution.""
Police suspected foul play and could not rule out suicide.  Rumors swirled that distress at her mother's passing combined with her husband's infidelity had caused Agatha's life to unravel, leading her to seek revenge.  Other people were unconvinced, pointing out that notoriety from the author's disappearance would likely boost sales of her new book.  Meanwhile, the urgency of the situation led occultist and Sherlock Holmes creator Sir Arthur Conan Doyle to consult a medium, who assured that the missing mystery writer was very much alive, albeit in a state ""half-dazed, half-purposeful.""
Days later, Christie was spotted at the Harrogate Hydro, an exclusive spa hotel located hours north of London.  Registering under the surname of her husband's mistress, she availed herself of the amenities and fraternized with guests.  Purportedly, the celebrated crime writer also perused the newspapers without the slightest recognition of herself on the front page—a scenario not altogether improbable if she was suffering from a dissociative fugue state or stress-induced amnesia.  Even more intriguingly, in Christie's short story ""The Case of the Missing Lady,"" the protagonist turns up at a health spa after being thought the victim of a plot.
Although temporary amnesia remained the official explanation for the author's mysterious eleven-day disappearance, her autobiography, published posthumously in 1977, omits the notorious episode entirely.  Christie herself discussed the matter only once in a 1928 interview, maintaining the received rationale.  Thus, an alleged gap in memory became a gap in biography.  Later insights suggest that the detective fiction writer—like her character Jane Finn, who wiles a marriage proposal from a suitor after feigning amnesia—masterminded the whole escapade to recapture her husband's attention.  Hence, the disappearing act of Agatha Christie may have been a less-than-mysterious case of life imitating art.",Critical Analysis & Reasoning Skills,4,Humanities
